pickup_street,pickup_street2,pickup_city,pickup_state,pickup_zipcode,order_id,dropoff_street,dropoff_street2,dropoff_city,dropoff_state,dropoff_zipcode,dropoff_earliest_datetime,dropoff_latest_datetime,customer_name,customer_email,customer_phone_number,dropoff_notes,delivery_items,signature_required,delivery_proof_photo_required,sms_enabled,workload
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,8bd51938-90b0-42cf-a35d-8f057b9ad6fa,10 Queens St,,Syosset,NY,11791,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,1.0
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,a56272ab-2354-4676-bd95-cb8560a33d06,23 Lolly Ln,,Centereach,NY,11720,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,2a55dc7b-136d-4454-af06-1a4cfef88054,2806 Utopia Pkwy,,Flushing,NY,11358,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,02c6b054-cfd6-4352-bf85-dfdb02692ad5,12 Cortelyou Street W,,Huntington Station,NY,11746,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,bedf6bac-5ca4-4457-b8a5-5280234eed8d,5 Elgar St,,East Northport,NY,11731,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,NO EARLY DELIVERY / pref 5 pm,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,1d97f4b5-ddc9-48a1-81e9-493dd5f5b898,17 Willow Street,,Smithtown,NY,11787,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,6a5668af-866b-463f-b56d-c0595a5632ca,25-14 146th Street,,Flushing,NY,11354,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,45e69c0f-def5-4bd6-a79e-61ef4c061e60,4306 210TH ST,APT 3E,BAYSIDE,NY,11361,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,e1e6bc2c-1c0d-48f8-b7f0-ffd91a65a02a,4 Cabin Ln,,East Setauket,NY,11733,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,48f566b9-7679-4c6d-8d95-bce89eb94f2c,12 Patricks Way,,Saint James,NY,11780,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,52c29354-df87-4be1-8b5f-2d6e33c885b6,5 Gardenia Ln,,Hicksville,NY,11801,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,d33d228d-a0fd-4262-a14f-3d406640ca11,50 South Middle Neck Road,1C,Great Neck,NY,11021,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,ac1f8a5f-c572-4cb1-9c79-fab2314d8255,3 Hanover Sq Apt 16A,16A,New York,NY,10004,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,011248d7-c940-4584-8b56-2bd6bc26b0ff,20 Layton lane,,Centereach,NY,11720,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,House,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,32924a76-bf62-430c-aa44-a0e8feef11ee,18 DEERING STREET,,East Setauket,NY,11733,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,1.0
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,432bdf0c-1571-42a0-a219-f3752163c014,5 Douglas Street,,Port Jefferson station,NY,11776,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at door if not home,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,7da3f76a-93ae-4483-9c94-801d6c6c0a3b,44 Twinlawns Ave,,Hicksville,NY,11801,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,76adfe00-e97b-46f7-a875-d651ad7fde9b,4103 Murray Street,,Flushing,NY,11355,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,9e388a95-5fe1-440e-b01d-5174d923ce45,56 Hamlet Woods Dr,,Saint James,NY,11780,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,4398ac36-effc-4f13-8a28-7213096b6e49,68 Berg Ave,,Kings Park,NY,11754,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,96c23956-e273-4a5e-96ee-8771285df3a9,15 klarman court,,Huntington station,NY,11746,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,713e7663-2690-4757-9c08-789be08ef53f,34 Evergreen Ave,,Middle Island,NY,11953,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,064f3f86-e86b-46a4-8275-821a90ecc7e4,23 The Circle,Glen Head,HEAD,NY,11545,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,653a4560-8c0a-4ada-a28a-25dd8844bb49,6 Hayden Ave,,Great Neck,NY,11024,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Back door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,14b575ad-53f0-4706-ad1f-c483f68924d9,17 Mount Sinai ave South,,Port Jefferson Station,NY,11776,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,e43be574-770d-4a93-ab88-619b3aad00d5,83 Sunset Ave,,Selden,NY,11784,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,5e785dd7-cfa5-40dd-8830-8f780792cc6d,163-30 24th Rd,,Whitestone,NY,11357,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,19748b2a-61f9-4ac4-b481-bb18d6ba7ad5,16 Carol st,,Plainview,NY,11803,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,8f191695-b0ca-412e-8595-7ba81dc56f5f,99 chestnut,Vill of Poquott,setauket,NY,11733,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,eddac7bd-b73b-455a-be8d-6e51c30ba45b,7025 Yellowstone Blvd,APT 2C,Forest Hills,NY,11375,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front desk,,0,1,1,1.0
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,ce3c7029-317a-4162-b105-3aa09c81ed5c,214 Lower Sheep Pasture Road,,Setauket,NY,11733,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,60dfb693-696c-4357-b82d-bd9bdd78c638,51 Gary Rd,,Syosset,NY,11791,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,e20bf70a-2b64-4d9c-9a47-2c0cd22f3436,8 Farmers Ave,,Coram,NY,11727,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Down the gravel road at the end of Planters Ave,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,9ea07478-7fd7-43b2-b41e-2597bca9783e,82 Rockland Dr,,Jericho,NY,11753,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,b18be270-7be1-4979-8956-21c098a5486d,54 Montrose Dr,,Commack,NY,11725,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,6e819c94-94f3-4b68-8df7-4146629b2e7c,356 New York Ave,Apt 4,Huntington,NY,11743,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,1988#,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,d39f3206-ffe7-46af-ad1b-3ab60cf74588,1138 Stony Brook Rd,,Lake Grove,NY,11755,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,8f09c132-eb41-4f03-a119-d327046740ae,68-04 Dartmouth Steeet,,Forest Hills,NY,11375,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,1939524d-a88d-4460-8f38-056f9d0ad093,3 Middle Ln,,Stony Brook,NY,11790,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,ddd79bfc-3d9b-431a-aa48-5c6322b9f549,1 2nd st,Leave at back door not at the front,Woodbury,NY,11797,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at back door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,5e953a15-d960-4d91-b97e-31ddd9b9b3a4,16 Cornwallis Rd,,Setauket,NY,11733,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,ce4e45fe-d0f2-486b-9bf7-379f76ef86ab,26 Bayberry Lane,,Northport,NY,11768,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,21da92c7-7322-4564-9993-9d157d04dc33,73 Cambridge Dr,,Hicksville,NY,11801,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Elderly; Pls leave at Side Door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,f859eab4-fca0-4b36-82a0-d53d318e4c21,2 HARTSDALE STREET,,SAINT JAMES,NY,11780,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,858baa86-0a6b-4b85-a214-3d828c3284e0,26 Beverly Rd,,SOUTH HUNTINGTON,NY,11746,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,1ed87b7e-2e55-49ae-9064-8cc7c0be9da5,8 Maple Mall,,Commack,NY,11725,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,2a9b4394-7df1-47b3-9f05-07fae57b8bfe,24012 69th Ave,,Douglaston,NY,11362,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,1c379ff7-3888-43c6-a464-9687cc6cc2a7,19220A 67th Ave,3c,Fresh Meadows,NY,11365,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,911a9172-278a-452a-a427-ad06019aa3d8,28 Tilden Lane,,Greenlawn,NY,11740,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,8df76a96-2dab-4ea4-b582-eea592443117,7 cliftwood drive,,Huntington,NY,11743,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,d2519e94-bfb1-4487-bfe3-778e98d7abe4,53 Rensselaer Dr,,Commack,NY,11725,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,dc1bd450-d907-417a-bdd1-7df1ebfd1606,47A Dunlop Rd,"#A",Huntington,NY,11743,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,1.0
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,f02b49ca-6f72-4234-987c-cdd22c99c0b3,8 Van Nostrand Court,,Little Neck,NY,11362,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door.,,0,1,1,1.0
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,39968ef2-2374-402e-b0ff-12453ec0b067,1 Bowen Ct,,Greenlawn,NY,11740,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,d46f19d4-7f65-4e21-b7bf-130e597a4095,117 Bayview Ave Apt 2A,,Port Washington,NY,11050,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,questions. 206.251.3454,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,f18605e5-5898-4157-9052-5175386dc786,1314 Ridge Road,,SYOSSET,NY,11791,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Side door under car portico- thanks,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,16b9e34a-bbfa-4ef9-8a37-569c21a9773c,10112 46th Ave Apt 4A,,Corona,NY,11368,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,1.0
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,7afe8ca7-9c9c-4ed0-bba7-d76cd3d79c8d,7 Mosby Dr,,Lake Grove,NY,11755,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,97d6369f-0a29-4852-940a-2e4ef941b984,2 Pauline Pl,,E Northport,NY,11731,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,dfda40ef-9e9f-4c2d-ab18-2a7972978a6b,56 Oakmont Ave,,Selden,NY,11784,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,3a9ebb59-a68f-4328-be89-698af79eeaa5,5110 111th St #1,,Corona,NY,11368,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,1.3
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,a661c1dd-e87f-4248-92d2-b3a16ee5c88b,23 Soma Lane,,Commack,NY,11725,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,c779bad4-8887-4a81-abf0-309996fae209,35 Riverview Ter,,Smithtown,NY,11787,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,f535c02f-ee3d-4d44-bd00-b2566e35eb4a,6711 Yellowstone Blvd.,Apt. 5G,Forest Hills,NY,11375,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,08bf0a45-6fc1-4d6f-8ca9-b2a72ed12bca,1068 5th Ave,,East Northport,NY,11731,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at side door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,320e83e4-b400-43f3-bddf-1460ba6839f3,2667 Harding Ave,,Bronx,NY,10465,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,8882b840-57b0-4971-8dbb-2bd93a6a8480,205 Devonshire Dr,,New Hyde Park,NY,11040,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,8be37100-210d-4218-9c67-5e486ab037bc,11 Cedar Grove Ter,,Middle Island,NY,11953,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,49d2db4a-5d92-403e-b765-9b1ef14d01ee,30 River Rd,10A,New York,NY,10044,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,55ca79af-f9de-4973-b369-bf102a816bbb,3303 Murray Ln,,Flushing,NY,11354,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,6c58e016-a80a-4d22-ba1f-bd9b24c9425c,138 Birchwood Park Dr,,Jericho,NY,11753,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,1.0
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,9b761690-41e3-4039-9377-125f9ae27511,53 Sagamore Hill Dr #A,"#A",Port Washington,NY,11050,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Entrance is red door on Nesaquake,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,15dfd166-eee5-4bd9-9b99-9dc60704e004,18 Sierra Ct,,Coram,NY,11727,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,c17e162c-2a9d-4405-91e5-03a0538eeacf,41 Central St,,Huntington,NY,11743,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,11c5ea58-bdf4-4828-bb29-0ce123414abb,247 Sussex Dr,,Manhasset,NY,11030,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,029e3a68-e4dc-4db0-a221-af5509a6541a,22433 67TH AVE,,OAKLAND GARDENS,NY,11364,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,Leave at front door,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,a2a27460-4757-44ef-a6ff-85ef3357a710,60 W Broadway,,JEFFERSON STATION,NY,11776,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,1,0.7000000000000001
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,bd6003f7-676f-4be6-b68c-120c88a6c3c2,142 E 71st St,Apt 3C,New York,NY,10021,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,188320408,0,1,1,0.5
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,9245365b-7965-4aff-aef6-a3b473236b8a,7136 166th St,,Fresh Meadows,NY,11365,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,188316646,0,1,1,0.8
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,8f0a84c4-261f-485e-95f3-2a5b4541c196,80 John St,Apt 20C,New York,NY,10038,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,188321906,0,1,1,0.30000000000000004
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,9bb71ca2-5159-4b46-ba67-9636e5972a8a,633 2nd Ave,Apt 2,New York,NY,10016,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,188322090,0,1,1,0.8
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,2b69d2a8-ebd0-4995-93c8-b2bbb8c07615,14924 11th Ave,,Whitestone,NY,11357,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,188323076,0,1,1,0.4
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,b51129d5-de9d-4e70-a03d-30fc5738dd4d,747 10th Ave Apt 4E,,New York,NY,10019-7009,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,1.8
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,1e0f3aca-f79e-4e8d-a6ed-f6fec55e4e0d,211 W 56th St,Apt 18D,New York,NY,10019,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,188316714,0,1,1,0.8
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,4ce0597a-e12f-4f48-b7e7-d1fdd51ace9c,354 E 91st St,Apt 1801,New York,NY,10128,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,188321952,0,1,1,0.30000000000000004
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,0607f0d5-97c2-4ea7-a8a6-27e1c7d620be,405 E 13th St Apt 2,,New York,NY,10009-3487,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.1
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,db64c35d-9684-4f6e-9b8a-50407ce2174d,61 W 69th St,Apt 2,New York,NY,10023,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,188316333,0,1,1,0.30000000000000004
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,6ba530d6-dc1b-4649-9f0e-058d932d6a4e,322 W 57th St Apt 25B,,New York,NY,10019-3707,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,1.8
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,bd56d16d-38a5-462a-8660-20fb4b8a9c00,221 E 106th St Apt 11E,11E apt,New York,NY,10029-4076,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.2
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,210d2ac1-b5c3-4dbe-8788-3f3a0a00362d,60 W 85th St,Apt 2A,New York,NY,10024,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,188321590,0,1,1,0.4
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,ec2e0076-6637-4927-a395-bcb130c243df,7 Lordly Ct,,Kings Park,NY,11754-3817,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,1.8
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,76543596-7a88-45d2-a286-dbf179a88472,3190 29th St Apt 6G,,ASTORIA,NY,11106-3302,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,,0,1,0,0.1
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,830b9e2d-752d-4ce2-a8fb-f594c8dd7772,1775 York Ave,Apt 10H,New York,NY,10128,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,188320787,0,1,1,0.30000000000000004
154 Morgan Ave,Suite - 200,Brooklyn,NY,11237,ea13f453-f981-489f-b14e-84fd67866bdb,2315 30th Dr,Apt 2,Astoria,NY,11102,11/11/2025 17:00:00,11/12/2025 07:00:00,QATEST,huect@axlehire.com,123233433,,188322348,0,1,1,0.30000000000000004
